"Story","Title","Result","Date","Stability","Duration (s)"
"FUNCIONALIDAD - Envio de correo electrónico en la página de gmail.","PRUEBA A REALIZAR - Enviar Correo Electrónico desde la página de Gmail.","SUCCESS","2018-10-19T14:53:03.353-05:00[America/Bogota]","0.0","41.61"
