"Story","Title","Result","Date","Stability","Duration (s)"
"FUNCIONALIDAD - Envio de correo electrónico en la página de gmail.","PRUEBA A REALIZAR - Enviar Correo Electrónico desde la página de Gmail.","SUCCESS","2018-10-19T09:26:15.693-05:00[America/Bogota]","0.0","31.8"
